#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV2169	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2170	species	Pseudocalanus sp. PsAkkeshi1	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus sp. PsAkkeshi1	best hit
ASV2171	species	Mediomastus	Eukaryota	Annelida	Polychaeta	unknown order	Capitellidae	unknown genus	Mediomastus	best hit
ASV2172	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2173	species	Flabelligeridae	Eukaryota	Annelida	Polychaeta	Terebellida	unknown family	unknown genus	Flabelligeridae	best hit
ASV2174	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2175	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2176	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2178	genus	Jakoba	Eukaryota	Jakobida	Jakobida	Jakobida	Jakobidae	Jakoba	no identification	lca
ASV2179	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2180	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2181	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2182	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2185	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2186	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2188	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2189	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV219	species	Pseudocalanus minutus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus minutus	best hit
ASV2191	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2192	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2194	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2196	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2197	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2199	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV22	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV220	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2200	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2201	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2203	species	Phoronopsis harmeri	Eukaryota	Phoronida	unknown class	unknown order	Phoronidae	Phoronopsis	Phoronopsis harmeri	best hit
ASV2204	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2205	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2206	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2207	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV221	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2210	species	Cistenides	Eukaryota	Annelida	Polychaeta	Terebellida	Pectinariidae	unknown genus	Cistenides	best hit
ASV2211	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2213	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2214	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2218	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2219	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2222	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2223	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	best hit
ASV2224	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2226	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2227	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2229	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV223	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2230	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2233	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2234	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2238	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2239	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV224	species	Galathowenia oculata	Eukaryota	Annelida	Polychaeta	Sabellida	Oweniidae	Galathowenia	Galathowenia oculata	best hit
ASV2240	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2243	species	Modiolus modiolus	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus	Modiolus modiolus	best hit
ASV2244	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2245	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2248	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV2249	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2251	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2252	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2255	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2258	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV226	species	Nanomia bijuga	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga	best hit
ASV2260	species	Phoronopsis harmeri	Eukaryota	Phoronida	unknown class	unknown order	Phoronidae	Phoronopsis	Phoronopsis harmeri	best hit
ASV2261	species	Eutonina indicans	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans	best hit
ASV2262	species	Macoma nasuta	Eukaryota	Mollusca	Bivalvia	Cardiida	Tellinidae	Macoma	Macoma nasuta	best hit
ASV2263	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2264	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2265	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2266	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2267	species	Hydrolagus colliei	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	Hydrolagus colliei	best hit
ASV2269	species	Chthamalus dalli	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Chthamalidae	Chthamalus	Chthamalus dalli	best hit
ASV2270	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2273	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2274	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2282	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2283	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2284	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2285	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2288	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2291	species	Centropages	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	unknown genus	Centropages	best hit
ASV2292	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV2293	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV2294	species	Earleria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	unknown genus	Earleria	best hit
ASV2295	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2296	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2297	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2298	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2299	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV23	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2300	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2301	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2303	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	best hit
ASV2304	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2305	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2308	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2309	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV231	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2312	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2315	class	Hexanauplia	Eukaryota	Arthropoda	Hexanauplia	no identification	no identification	no identification	no identification	lca
ASV2317	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2318	genus	Synchaeta	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	no identification	lca
ASV2319	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV232	species	Dendraster excentricus	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Dendrasteridae	Dendraster	Dendraster excentricus	best hit
ASV2320	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2322	species	Pseudocalanus sp. PsAkkeshi1	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus sp. PsAkkeshi1	best hit
ASV2325	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2326	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2327	genus	Pleurosigma	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	no identification	lca
ASV2328	species	Spiochaetopterus	Eukaryota	Annelida	Polychaeta	unknown order	Chaetopteridae	unknown genus	Spiochaetopterus	best hit
ASV233	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2330	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2331	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	best hit
ASV2332	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2333	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2334	species	Pista wui	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Pista	Pista wui	best hit
ASV2336	species	Galathowenia oculata	Eukaryota	Annelida	Polychaeta	Sabellida	Oweniidae	Galathowenia	Galathowenia oculata	best hit
ASV2339	genus	Candidatus Pelagibacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV2340	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2341	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2342	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2345	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2346	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2347	family	Terebellidae	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	no identification	no identification	lca
ASV2349	species	Sabellaria	Eukaryota	Annelida	Polychaeta	Sabellida	Sabellariidae	unknown genus	Sabellaria	best hit
ASV235	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2350	genus	Eucalanus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	no identification	lca
ASV2351	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2352	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2354	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2355	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2357	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV236	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2360	genus	Oithona	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	no identification	lca
ASV2361	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2362	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2363	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2364	species	Mesochaetopterus taylori	Eukaryota	Annelida	Polychaeta	unknown order	Chaetopteridae	Mesochaetopterus	Mesochaetopterus taylori	best hit
ASV2365	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2366	species	Ctenophora sp. N LMC-2021	Eukaryota	Ctenophora	unknown class	unknown order	unknown family	unknown genus	Ctenophora sp. N LMC-2021	best hit
ASV2367	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	best hit
ASV2368	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2369	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2371	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	best hit
ASV2372	class	Hexanauplia	Eukaryota	Arthropoda	Hexanauplia	no identification	no identification	no identification	no identification	lca
ASV2373	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV2374	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2375	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2376	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2377	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2381	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2382	species	Hataia parva	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corymorphidae	Hataia	Hataia parva	best hit
ASV2383	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2384	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2386	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2387	species	Pseudocalanus mimus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus	best hit
ASV2388	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2390	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2391	species	Spiochaetopterus	Eukaryota	Annelida	Polychaeta	unknown order	Chaetopteridae	unknown genus	Spiochaetopterus	best hit
ASV2392	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2394	species	Mesochaetopterus taylori	Eukaryota	Annelida	Polychaeta	unknown order	Chaetopteridae	Mesochaetopterus	Mesochaetopterus taylori	best hit
ASV2395	species	Pseudo-nitzschia pungens	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia pungens	best hit
ASV2396	genus	Hematodinium	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	no identification	lca
ASV2397	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2398	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2399	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV24	genus	Oithona	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	no identification	lca
ASV2400	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2401	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2402	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2403	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2404	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	best hit
ASV2405	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2406	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2407	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2408	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2409	species	Paracalanus sp. C AC-2013	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013	best hit
ASV241	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2410	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2411	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2412	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2413	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2415	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV2416	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2417	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2418	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2419	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV242	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2422	species	uncultured diatom	Eukaryota	Bacillariophyta	unknown class	unknown order	unknown family	unknown genus	uncultured diatom	best hit
ASV2423	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2424	genus	Eucalanus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	no identification	lca
ASV2425	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2426	species	Clytia	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	unknown genus	Clytia	best hit
ASV243	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2431	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2432	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV2433	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2435	species	Spiochaetopterus	Eukaryota	Annelida	Polychaeta	unknown order	Chaetopteridae	unknown genus	Spiochaetopterus	best hit
ASV2437	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2438	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2440	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2443	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2444	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2445	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2446	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV2447	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2448	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV245	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2450	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2451	species	Placida dendritica	Eukaryota	Mollusca	Gastropoda	unknown order	Limapontiidae	Placida	Placida dendritica	best hit
ASV2452	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2453	species	Phragmatopoma	Eukaryota	Annelida	Polychaeta	Sabellida	Sabellariidae	unknown genus	Phragmatopoma	best hit
ASV2454	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2455	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2456	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2457	genus	Candidatus Pelagibacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV2458	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2459	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV246	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2460	genus	Candidatus Pelagibacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV2462	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2463	genus	Eucalanus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	no identification	lca
ASV2464	genus	Paraphysomonas	Eukaryota	Chrysophyceae	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	no identification	lca
ASV2466	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2467	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2470	species	uncultured marine bacterium 582	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured marine bacterium 582	best hit
ASV2473	species	Synchaetidae sp. COIMB2108	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	unknown genus	Synchaetidae sp. COIMB2108	best hit
ASV2474	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2475	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2476	species	Cliona chilensis	Eukaryota	Porifera	Demospongiae	Clionaida	Clionaidae	Cliona	Cliona chilensis	best hit
ASV248	species	Virgularia tuberculata	Eukaryota	Cnidaria	Anthozoa	Pennatulacea	Virgulariidae	Virgularia	Virgularia tuberculata	best hit
ASV2480	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2484	species	Corycaeidae	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	unknown family	unknown genus	Corycaeidae	best hit
ASV2489	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2490	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2493	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2495	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2497	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2498	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2499	species	Galathowenia oculata	Eukaryota	Annelida	Polychaeta	Sabellida	Oweniidae	Galathowenia	Galathowenia oculata	best hit
ASV25	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV250	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2500	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2506	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2509	species	Cyclopoida	Eukaryota	Arthropoda	Hexanauplia	unknown order	unknown family	unknown genus	Cyclopoida	best hit
ASV2510	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2512	species	Epilabidocera amphitrites	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Epilabidocera	Epilabidocera amphitrites	best hit
ASV2513	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2514	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2515	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2516	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2517	species	Armandia brevis	Eukaryota	Annelida	Polychaeta	unknown order	Opheliidae	Armandia	Armandia brevis	best hit
ASV2518	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2519	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2520	species	Thoracosphaera heimii	Eukaryota	Dinophyceae	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Thoracosphaera	Thoracosphaera heimii	best hit
ASV2521	species	Discoconchoecia aff. elegans CMARA05309_Os109.1.1	Eukaryota	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Discoconchoecia	Discoconchoecia aff. elegans CMARA05309_Os109.1.1	best hit
ASV2522	genus	Microcalanus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Microcalanus	no identification	lca
